Id ,Year,Car_Name,Price,Location,Fuel_Type,Gear_Type
1031,2023,MG Hector Savvy Pro 1.5 Turbo CVT,"21,90,000",Delhi,Petrol,Automatic
1032,2019,MG Hector Sharp 2.0 Diesel,"12,70,000",Delhi,Diesel,Manual
1033,2019,Volkswagen Polo GT TSI,"8,75,000",Delhi,Petrol,Automatic
1034,2021,Kia Seltos HTX IVT 1.5 Petrol,"13,75,000",Delhi,Petrol,Automatic
1035,2016,Renault KWID 1.0 RXT,"2,70,000",Delhi,Petrol,Manual
1036,2018,Renault KWID 1.0 RXL,"2,95,000",Delhi,Petrol,Manual
1037,2022,Maruti Suzuki Brezza ZXi,"10,90,000",Delhi,Petrol,Manual
1038,2021,Maruti Suzuki XL6 Zeta AT Petrol,"10,40,000",Delhi,Petrol,Automatic
1039,2016,Ford EcoSport Titanium + 1.5L Ti-VCT AT,"5,90,000",Delhi,Petrol,Automatic
1040,2021,Ford EcoSport Titanium 1.5L TDCi BS6,"8,50,000",Delhi,Diesel,Manual
1041,2016,Toyota Innova Crysta 2.4 G 7 STR,"18,00,000",Delhi,Diesel,Manual
1042,2014,Maruti Suzuki Ertiga VXi CNG,"5,45,000",Delhi,Petrol + Cng,Manual
1043,2018,Honda WR-V VX Diesel,"7,85,000",Delhi,Diesel,Manual
1044,2014,Nissan Terrano XV D THP 110 PS,"5,35,000",Delhi,Diesel,Manual
1045,2017,Toyota Innova Crysta 2.4 ZX 7 STR,"18,95,000",Delhi,Diesel,Manual
1046,2017,Maruti Suzuki Vitara Brezza VDi Opt,"7,85,000",Delhi,Diesel,Manual
1047,2015,Hyundai i10 Sportz 1.2,"2,75,000",Delhi,Petrol,Manual
1048,2017,Renault KWID CLIMBER 1.0 AMT,"3,25,000",Delhi,Petrol,Automated Manual Transmission
1049,2017,Hyundai i10 Magna 1.2 Kappa2,"4,75,000",Delhi,Petrol,Manual
1050,2017,Hyundai Grand i10 Sportz (O) U2 1.2 CRDi,"6,25,000",Delhi,Diesel,Manual
1051,2012,Maruti Suzuki Wagon R LXi CNG,"3,75,000",Delhi,Petrol + Cng,Manual
1052,2015,Maruti Suzuki Swift DZire VDi,"5,35,000",Delhi,Diesel,Manual
1053,2017,Hyundai I20 Sportz 1.4 CRDi,"6,85,000",Delhi,Diesel,Manual
1054,2016,Maruti Suzuki Baleno Sigma 1.2,"4,75,000",Delhi,Petrol,Manual
1055,2020,Hyundai Grand i10 Nios Magna 1.2 Kappa VTVT CNG BS6,"5,80,000",Delhi,Petrol + Cng,Manual
1056,2015,Maruti Suzuki Alto K10 LXi CNG,"2,80,000",Delhi,Petrol + Cng,Manual
1057,2015,Toyota Fortuner 3.0 4x4 AT,"14,00,000",Delhi,Diesel,Automatic
1058,2016,Nissan Terrano XL D,"3,90,000",Gurugram,Diesel,Manual
1059,2013,Toyota Etios G,"2,50,000",Gurugram,Petrol,Manual
1060,2014,Ford EcoSport Titanium+ 1.5L TDCi,"5,25,000",Delhi,Diesel,Manual
1061,2017,Maruti Suzuki Ertiga VDI Smart Hybrid,"8,65,000",Delhi,Diesel,Manual
1062,2015,Maruti Suzuki S-Cross Delta 1.3,"5,75,000",Delhi,Diesel,Manual
1063,2014,Maruti Suzuki Ritz LXi,"2,00,000",Gurugram,Petrol,Manual
1064,2014,Hyundai i10 Magna,"2,10,000",Gurugram,Petrol,Manual
1065,2016,Hyundai Verna 1.6 SX,"5,20,000",Gurugram,Petrol,Manual
1066,2017,Maruti Suzuki Wagon R LXi CNG,"3,20,000",Gurugram,Petrol + Cng,Manual
1067,2021,Maruti Suzuki Wagon R LXi 1.0 CNG BS6,"5,10,000",Gurugram,Petrol + Cng,Manual
1068,2019,Tata Nexon Revotron XM,"5,70,000",Gurugram,Petrol,Manual
1069,2013,Hyundai Verna 1.6 SX VTVT AT,"6,75,000",Delhi,Petrol,Automatic
1070,2012,Renault Duster 110 PS RXZ,"4,65,000",Delhi,Diesel,Manual
1071,2022,Mahindra Scorpio Classic S,"15,50,000",Delhi,Diesel,Manual
1072,2015,Renault Duster 85 PS RXL Diesel Plus,"5,25,000",Delhi,Diesel,Manual
1073,2015,Toyota Innova 2.5 Z 7 SEATER,"10,75,000",Delhi,Diesel,Manual
1074,2017,Maruti Suzuki Wagon R LXi CNG,"3,65,000",Delhi,Petrol + Cng,Manual
1075,2013,Toyota Fortuner 3.0 4x2 MT,"13,00,000",Delhi,Diesel,Manual
1076,2016,Maruti Suzuki Vitara Brezza ZDi Plus,"8,35,000",Delhi,Diesel,Manual
1077,2014,Hyundai Santa FE 4 WD AT,"9,75,000",Delhi,Diesel,Automatic
1078,2014,Tata Safari Storme EX,"6,25,000",Delhi,Diesel,Manual
1079,2014,Honda Amaze 1.2 S i-VTEC,"3,85,000",Delhi,Petrol,Manual
1080,2020,Mahindra Thar LX 4 STR Convertible Diesel AT BS6,"11,50,000",Delhi,Diesel,Automatic
1081,2023,Maruti Suzuki Grand Vitara Delta Smart Hybrid,"13,75,000",Delhi,Hybrid,Manual
1082,2010,Toyota Corolla Altis 1.8 J,"3,40,000",Delhi,Petrol,Manual
1083,2013,Renault Koleos 4X4 AT,"6,25,000",Delhi,Diesel,Automatic
1084,2019,Honda Amaze 1.2 VX CVT Petrol,"6,70,000",Delhi,Petrol,Automatic
1085,2021,Mahindra Thar LX 4 STR Hard Top Petrol AT BS6,"11,75,000",Delhi,Petrol,Automatic
1086,2009,Hyundai i10 Magna 1.2 Kappa2,"1,80,000",Delhi,Petrol,Manual
1087,2013,Renault Duster 85 PS RXE,"3,50,000",Delhi,Diesel,Manual
1088,2013,Maruti Suzuki Ertiga ZDi,"5,00,000",Delhi,Diesel,Manual
1089,2014,Honda City VX i-DTEC,"6,55,000",Delhi,Diesel,Manual
1090,2008,Maruti Suzuki Swift DZire VXi,"2,05,000",Delhi,Petrol,Manual
1091,2012,Tata Safari 4X2 EX DICOR BS III,"3,25,000",Delhi,Diesel,Manual
1092,2016,Isuzu MU7 Base BS IV,"11,55,000",Delhi,Diesel,Manual
1093,2017,Maruti Suzuki Ertiga ZDi + SHVS,"8,95,000",Delhi,Diesel,Manual
1094,2012,Maruti Suzuki Swift VDi,"3,15,000",Delhi,Diesel,Manual
1095,2014,Chevrolet Captiva LT,"7,75,000",Delhi,Diesel,Manual
1096,2013,Maruti Suzuki Ertiga VDi,"4,75,000",Delhi,Diesel,Manual
1097,2008,Honda City ZX i-VTEC,"1,95,000",Delhi,Petrol,Manual
1098,2013,Renault Duster 110 PS RXL 4X2 MT,"4,25,000",Delhi,Diesel,Manual
1099,2016,Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000",Delhi,Diesel,Manual
1100,2012,Skoda Yeti ACTIVE 2.0 TDI 4X2,"4,90,000",Delhi,Diesel,Manual
1101,2016,Maruti Suzuki Vitara Brezza ZDi Plus,"6,40,000",Delhi,Diesel,Manual
1102,2022,Hyundai Creta EX 1.5 Diesel,"12,60,000",Delhi,Diesel,Manual
1103,2017,Hyundai Elantra 1.6 SX (O) AT,"12,50,000",Delhi,Diesel,Automatic
1104,2018,Maruti Suzuki Alto K10 VXi AMT (Airbag),"3,60,000",Delhi,Petrol,Automated Manual Transmission
1105,2015,Hyundai i20 Sportz 1.4 (O),"4,30,000",Delhi,Diesel,Manual
1106,2022,Tata Tigor XZ Plus CNG Leatherette Pack,"8,00,000",Delhi,Cng,Manual
1107,2015,Nissan Sunny XL CVT AT,"3,50,000",Gurugram,Petrol,Automatic
1108,2022,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,"7,00,000",Delhi,Petrol + Cng,Manual
1109,2019,Maruti Suzuki Swift VDi,"5,25,000",Gurugram,Diesel,Manual
1110,2017,Honda Amaze 1.2 S i-VTEC,"3,90,000",Gurugram,Petrol,Manual
1111,2019,Maruti Suzuki Dzire VXi,"5,90,000",Gurugram,Petrol,Manual
1112,2019,Tata Tiago Revotorq XT,"4,60,000",Delhi,Diesel,Manual
1113,2017,Maruti Suzuki Alto 800 VXi,"2,40,000",Gurugram,Petrol,Manual
1114,2017,Maruti Suzuki Ciaz Alpha 1.3 Hybrid,"5,00,000",Gurugram,Diesel,Manual
1115,2018,Honda City V i-VTEC,"7,80,000",Delhi,Petrol,Manual
1116,2019,Maruti Suzuki Swift VXi,"5,00,000",Gurugram,Petrol,Manual
1117,2018,Honda Amaze 1.2 S i-VTEC,"5,35,000",Gurugram,Petrol,Manual
1118,2016,Hyundai Creta 1.4 E+ Diesel,"6,25,000",Gurugram,Diesel,Manual
1119,2016,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,"3,90,000",Delhi,Petrol,Manual
1120,2014,Maruti Suzuki Wagon R VXi,"3,50,000",Mango,Petrol,Manual
1121,2022,Volkswagen Taigun Topline 1.0 TSI AT,"13,50,000",Gurugram,Petrol,Automatic
1122,2021,Maruti Suzuki Swift VXi BS6,"6,10,000",Gurugram,Petrol,Manual
1123,2015,Honda City VX MT,"5,35,000",Gurugram,Petrol,Manual
1124,2018,Toyota Innova Crysta 2.4 VX 7 STR,"14,00,000",Gurugram,Diesel,Manual
1125,2019,Maruti Suzuki Dzire VXi,"5,90,000",Gurugram,Petrol,Manual
1126,2018,Toyota Etios Liva V Dual Tone,"4,80,000",Delhi,Petrol,Manual
1127,2016,Hyundai Elantra 1.6 SX (O) AT,"9,75,000",Delhi,Diesel,Automatic
1128,2015,Maruti Suzuki Swift VXi,"3,85,000",Delhi,Petrol,Manual
1129,2019,Honda Amaze 1.2 S i-VTEC,"5,35,000",Delhi,Petrol,Manual
1130,2021,Kia Seltos HTX IVT 1.5 Petrol,"13,75,000",Delhi,Petrol,Automatic
1131,2023,Maruti Suzuki Grand Vitara Delta Smart Hybrid CNG,"13,75,000",Delhi,Hybrid,Manual
1132,2011,Hyundai i10 Magna,"1,50,000",Delhi,Petrol,Manual
1133,2019,Mahindra Marazzo M4 7 STR,"4,00,000",Bangalore,Diesel,Manual
1134,2011,Hyundai i10 Magna,"2,65,000",Bangalore,Petrol,Manual
1135,2015,Maruti Suzuki Swift VXi,"4,80,000",Gurugram,Petrol,Manual
1136,2009,Hyundai i10 Magna 1.2,"2,25,000",Bangalore,Petrol,Manual
1137,2016,Maruti Suzuki Wagon R Green LXI CNG,"3,90,000",Gurugram,Petrol + Cng,Manual
1138,2011,Hyundai Santro GLS I EURO I,"2,00,000",Bangalore,Petrol,Manual
1139,2016,Hyundai I20 Sportz 1.4 CRDi,"5,60,000",Gurugram,Diesel,Manual
1140,2009,Maruti Suzuki Swift DZire VXi,"2,90,000",Bangalore,Petrol,Manual
1141,2012,Honda City 1.5 V MT,"4,20,000",Gurugram,Petrol,Manual
1142,2008,Hyundai i10 Sportz 1.2,"2,10,000",Bangalore,Petrol,Manual
1143,2019,Maruti Suzuki Ertiga ZDi + SHVS,"9,20,000",Gurugram,Diesel,Manual
1144,2015,Maruti Suzuki Ciaz Vxi,"5,20,000",Gurugram,Petrol,Manual
1145,2014,Maruti Suzuki Swift DZire LXi,"4,20,000",Gurugram,Petrol,Manual
1146,2019,Hyundai Creta 1.6 E+ Petrol,"9,90,000",Gurugram,Petrol,Manual
1147,2014,Volkswagen Polo Comfortline 1.5L (D),"5,50,000",Bangalore,Diesel,Manual
1148,2022,Hyundai i20 Magna 1.2 MT Petrol,"7,90,000",Gurugram,Petrol,Manual
1149,2015,Toyota Etios Cross 1.4 GD,"5,85,000",Bangalore,Diesel,Manual
1150,2014,Maruti Suzuki Swift VXi,"5,25,000",Bangalore,Petrol,Manual
1151,2015,Toyota Fortuner 3.0 4x2 MT,"18,75,000",Bangalore,Diesel,Manual
1152,2014,Ford Figo 1.4 tdci zxi,"4,45,000",Bangalore,Diesel,Manual
1153,2005,Mahindra Scorpio 2.6 DX,"1,95,000",Bangalore,Diesel,Manual
1154,2013,Hyundai Verna FLUIDIC 1.6 CRDI SX,"4,50,000",Bangalore,Diesel,Manual
1155,2016,Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,"5,20,000",Gurugram,Petrol,Automatic
1156,2015,Chevrolet Captiva LTZ AWD AT,"7,50,000",Gurugram,Diesel,Automatic
1157,2010,Honda Jazz 1.2 V i-VTEC,"2,80,000",Gurugram,Petrol,Manual
1158,2013,Hyundai Eon Era +,"3,10,000",Bangalore,Petrol,Manual
1159,2013,Hyundai i20 ASTA 1.4,"4,90,000",Bangalore,Diesel,Manual
1160,2017,Hyundai Grand i10 ASTA 1.1 CRDI,"5,20,000",Bangalore,Diesel,Manual
1161,2015,Ford EcoSport TITANIUM 1.5 TDCI,"6,50,000",Bangalore,Diesel,Manual
1162,2012,Hyundai i20 Magna 1.4 CRDi,"4,75,000",Bangalore,Diesel,Manual
1163,2012,Hyundai i20 Sportz 1.4 CRDi,"4,75,000",Bangalore,Diesel,Manual
1164,2015,Toyota Innova 2.5 V 8 STR,"12,56,000",Bangalore,Diesel,Manual
1165,2018,Maruti Suzuki Celerio ZXi AMT,"5,95,000",Bangalore,Petrol,Automated Manual Transmission
1166,2015,Toyota Innova 2.5 V 7 STR,"12,50,000",Bangalore,Diesel,Manual
1167,2009,Hyundai i10 Sportz 1.2,"2,75,000",Bangalore,Petrol,Manual
1168,2014,Maruti Suzuki Swift VDi,"5,65,000",Bangalore,Diesel,Manual
1169,2016,Honda City VX,"7,75,000",Bangalore,Petrol,Manual
1170,2015,Toyota Innova 2.5 V 8 STR,"12,56,000",Bangalore,Diesel,Manual
1171,2012,Hyundai Verna 1.6 CRDI SX (O),"4,75,000",Bangalore,Diesel,Manual
1172,2017,Tata Nano Twist XTA,"3,25,000",Bangalore,Petrol,Automatic
1173,2014,Toyota Fortuner 2.8 4x2 AT,"26,00,000",Bangalore,Diesel,Automatic
1174,2010,Hyundai Grand i10 Magna 1.2 Kappa VTVT,"5,25,000",Bangalore,Petrol,Manual
1175,2023,Toyota Fortuner 2.8 4x2 AT,"42,00,000",Bangalore,Diesel,Automatic
1176,2020,MG Hector Sharp 2.0 Diesel Dual Tone,"19,50,000",Bangalore,Diesel,Manual
1177,2010,Honda City 1.5 V MT,"3,25,000",Bangalore,Petrol,Manual
1178,2013,Ford EcoSport Titanium 1.5L TDCi,"5,00,000",Bangalore,Diesel,Manual
1179,2007,Skoda Laura L&K 2.0 TDI MT,"2,25,000",Bangalore,Diesel,Manual
1180,2018,Hyundai Grand i10 Asta 1.2 Kappa VTVT (O),"4,25,000",Delhi,Petrol,Manual
1181,2019,Maruti Suzuki Baleno Delta 1.2,"6,60,000",Delhi,Petrol,Manual
1182,2016,Ford EcoSport Titanium 1.5L TDCi,"5,20,000",Delhi,Diesel,Manual
1183,2022,Tata Tiago XT CNG,"6,85,000",Delhi,Petrol + Cng,Manual
1184,2019,Hyundai Elite i20 Magna 1.2,"6,50,000",Delhi,Petrol,Manual
1185,2021,Tata Tiago XT (O),"5,70,000",Delhi,Petrol,Manual
1186,2020,Honda Amaze 1.2 S i-VTEC,"7,20,000",Delhi,Petrol,Manual
1187,2013,Honda Amaze 1.2 S i-VTEC,"3,80,000",Delhi,Petrol,Manual
1188,2016,Honda Amaze 1.2 S i-VTEC,"5,20,000",Delhi,Petrol,Manual
1189,2019,Toyota Etios Liva V Dual Tone,"6,70,000",Delhi,Petrol,Manual
1190,2015,Toyota Corolla Altis 1.8 VL AT,"9,50,000",Delhi,Petrol,Automatic
1191,2019,Maruti Suzuki Baleno Zeta 1.2,"7,30,000",Delhi,Petrol,Manual
1192,2019,Honda Amaze 1.2 S i-VTEC,"6,70,000",Delhi,Petrol,Manual
1193,2021,Honda Amaze 1.2 S CVT Petrol BS6,"8,20,000",Delhi,Petrol,Automatic
1194,2012,Maruti Suzuki Wagon R LXi,"3,30,000",Delhi,Petrol,Manual
1195,2018,Maruti Suzuki Vitara Brezza VDi Opt,"7,40,000",Delhi,Diesel,Manual
1196,2016,Maruti Suzuki Baleno Alpha 1.3,"6,00,000",Bangalore,Diesel,Manual
1197,2010,Honda Accord 2.4 i-VTEC MT,"3,90,000",Bangalore,Petrol,Manual
1198,2012,Nissan X-Trail LE,"6,30,000",Bangalore,Diesel,Manual
1199,2018,Hyundai Creta 1.6 SX Diesel,"10,20,000",Delhi,Diesel,Manual
